id,election,party,party_id_source,alliance,seats,vote_share,votes,person,data_source,description,comment,data_json
9719,1017,1638,Red (Rødt),,1,2.4,70522,,valg,,,
9720,1018,997,National Party,,56,44.4,1152075,,ec-nz,,,
9721,1018,878,Labour Party,,46,36.9,956184,,ec-nz,,,
9722,1018,891,New Zealand First Party,,9,7.2,186706,,ec-nz,,,
9723,1018,1171,Green Party,,8,6.3,162443,,ec-nz,,,
9724,1018,617,ACT New Zealand,,1,0.5,13075,,ec-nz,,,
9725,1018,2650,The Opportunities Party (TOP),,0,2.4,63261,,ec-nz,,,
9726,1018,114,Māori Party,,0,1.2,30580,,ec-nz,,,
9727,1019,973,Social Democratic Party of Austria,,52,26.9,1361746,,bmi,,,
9728,1019,1013,Austrian People's Party,,62,31.5,1595526,,bmi,,,
9729,1019,50,Freedom Party of Austria,,51,26,1316442,,bmi,,,
9730,1019,2255,NEOS -- The New Austria,,10,5.3,268518,,bmi,,,
9731,1019,2651,PILZ,,8,4.4,223543,,bmi,,,
9732,1019,1429,The Greens -- The Green Alternative,,0,3.8,192638,,bmi,,,
9733,1019,2652,GILT,,0,1,48234,,bmi,,,
9734,1020,829,Civic Democratic Party (Obcanska demokraticka strana),,25,11.32,572962,,volby,,,
9735,1020,789,Czech Social Democratic Party (Ceska str.socialne demokrat.),,15,7.27,368347,,volby,,,
9736,1020,2024,Mayors and Independents (STAROSTOVE A NEZAVISLI),,6,5.18,262157,,volby,,,
9737,1020,1173,Communist Party of Bohemia and Moravia (Komunisticka str.Cech a Moravy),,15,7.76,393100,,volby,,,
9738,1020,196,Green Party (Strana zelenych),,0,1.46,74335,,volby,,,
9739,1020,363,Party of Free Citizens (Strana svobodnych obcanu),,0,1.56,79229,,volby,,,
9740,1020,2261,Czech Pirate Party (Ceska piratska strana),,22,10.79,546393,,volby,,,
9741,1020,2,TOP 09,,7,5.31,268811,,volby,,,
9742,1020,2263,ANO 2011,,78,29.64,1500113,,volby,,,
9743,1020,1245,Christian Democratic Union -- People's Party (Krest.demokr.unie-Cs.str.lid.),,10,5.8,293643,,volby,,,
9744,1020,2654,Svob.a pr.dem.-T.Okamura (SPD),,22,10.64,538574,,volby,,,
9745,1017,733,Pensjonistpartiet,,0,0.4,12855,,valg,,,
9746,1021,2204,Bright Future (Björt framtíð),,0,1.2,2394,,hagstofa,,,
9747,1021,1455,Progressive Party (Framsóknarflokkurinn),,8,10.7,21017,,hagstofa,,,
9748,1021,2633,Reform,,4,6.7,13122,,hagstofa,,,
9749,1021,1342,Independence Party (Óháði Lýðræðisflokkurinn),,16,25.2,49548,,hagstofa,,,
9750,1021,2632,People's Party,,4,6.9,13502,,hagstofa,,,
9751,1021,2655,The Central Party,,7,10.9,21337,,hagstofa,,,
9752,1021,2205,Pirate Party (Pírata),,6,9.2,18053,,hagstofa,,,
9753,1021,1006,The Social Democrativ Alliance,,7,12.1,23654,,hagstofa,,,
9754,1021,210,The Left-Green Movement (Vinstrihreyfingin – grænt framboð),,11,16.9,33156,,hagstofa,,,
9755,1022,1193,自由民主党 (LDP),,281,33.28,18555717,,mic,,,
9756,1022,837,公明党 (Komeito),,29,12.51,6977712,,mic,,,
9757,1022,2657,立憲民主党 (Constitutional Democratic Party),,54,19.88,11084890,,mic,,,
9758,1022,1540,日本共産党 (Japanese Communist Party),,12,7.9,4404081,,mic,,,
9759,1022,940,社会民主党 (Social Democratic Party),,2,1.69,941324,,mic,,,
9760,1022,2656,希望の党 ( Party of Hope),,50,17.36,9677524,,mic,,,
9761,1022,2136,日本維新の会 (Japan Restoration Party),,11,6.07,3387097,,mic,,,
9763,1022,905,independents,,26,,,,,,,
9767,1023,600,Jobbik,,26,19.06,1092671,,ovb,,,
9768,1023,1591,MSZP-Párbreszéd,,17,11.91,682605,,ovb,,,
9769,1023,403,LMP,,8,7.06,404428,,ovb,,,
9770,1023,1970,Demokratikus Koalíció,,9,5.37,308070,,ovb,,,
9771,1023,2659,Momentum Mozgalom,,0,3.06,175229,,ovb,,,
9772,1023,2660,MAGYAR KÉTFARKÚ KUTYA PÁRT,,0,1.73,99414,,ovb,,,
9773,1023,2908,MAGYARORSZÁGI NÉMETEK ORSZÁGOS ÖNKORMÁNYZATA,,1,0.46,26477,,ovb,,,
9774,1023,2318,Együtt,,1,0.66,37562,,ovb,,,
9775,1023,870,Független,,1,,,,ovb,"district seat, no list votes found",,
9776,1023,437,FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG - KERESZTÉNYDEMOKRATA NÉPPÁRT,,,49.28,2824647,,ovb,,,
9779,1024,2155,Movimento 5 Stelle,,227,33.33,10945411,,mdi,,,
9780,1024,67,Centre Right,,,,,,mdi,,,
9785,1024,1048,Centre Left,,,,,,mdi,,,
9791,1024,465,Liberi e Uguali,,14,3.39,1179322,,mdi,Electoral alliance Free and Equal (Liberi e Uguali),,
9792,1024,1321,Potere Al Popolo,,0,1.13,372179,,mdi, Electoral alliance Power to the People (Potere Al Popolo),,
9793,1025,179,SLOVENSKA DEMOKRATSKA STRANKA - SDS,,25,24.92,222042,,voltive,,,
9794,1025,2668,LISTA MARJANA ŠARCA,,13,12.6,112250,,voltive,,,
9795,1025,706,SOCIALNI DEMOKRATI,,10,9.93,88524,,voltive,,,
9796,1025,2333,SMC - STRANKA MODERNEGA CENTRA,,10,9.75,86868,,voltive,,,
9797,1025,1047,NOVA SLOVENIJA - KRŠČANSKI DEMOKRATI,,7,7.16,63792,,voltive,,,
9798,1025,2337,STRANKA ALENKE BRATUŠEK,,5,5.11,45492,,voltive,,,
9799,1025,1587,DeSUS – DEMOKRATIČNA STRANKA UPOKOJENCEV SLOVENIJE,,5,4.93,43889,,voltive,,,
9800,1025,981,SLOVENSKA NACIONALNA STRANKA - SNS,,4,4.17,37182,,voltive,,,
9801,1025,16,SLS SLOVENSKA LJUDSKA STRANKA,,0,2.62,23329,,voltive,,,
9802,1025,2338,PIRATSKA STRANKA SLOVENIJE,,0,2.15,19182,,voltive,,,
9803,1025,2669,DD DOBRA DRŽAVA,,0,1.52,13540,,voltive,,,
9804,1025,1619,ANDREJ ČUŠ IN ZELENI SLOVENIJE,,0,1.09,9708,,voltive,,,
9805,1025,2670,LEVICA,,9,9.33,83108,,voltive,,,
9806,1024,927,Mov.Associativo Italiani All'Estero,,1,0.33,107236,,mdi,"Seats were determined in a separate election for the Italians abroad.
The Party did not stand for election in Italy.",,
9807,1024,2671,USEI,,1,0.21,68291,,mdi,"Seats were determined in a separate election for the Italians abroad.
The Party did not stand for election in Italy.",,
9808,789,2671,USEI,,1,0.13,43918,,mdi,,,
9809,789,974,UV,,1,0.05,18376,,,Party run only in Aosta Valley region.,,"{""special_district"": true}"
9811,111,1321,La Sinistra L'Arcobaleno,,0,3.16,1152793,,"archivio, mdi",Electoral Alliance: La Sinistra L'Arcobaleno,Data about the coalition from Wikipedia.,
9823,1026,1013,Christlichsoziale,,85,41.79,1245531,,no-2010,,,
9824,1026,973,Sozialdemokraten,,69,35.99,1072709,,no-2010,,,
9825,1026,2674,Deutschnationale,,21,17.25,514127,,no-2010,"Electoral alliance: German Nationals (Deutschnationale: Großdeutsche Volkspartei, Kärtner Bauernbund, Deutschösterreichische Bauernpartei)",,
9828,1026,2686,Demokratische Parteien,,1,1.44,42826,,no-2010,"Electoral alliance: Democratic Parties (Demokratische Parteien: Bürgerliche Arbeitspartei, Demokraten, Burgenländische Bürger- und Bauernpartei). Seat won by Bürgerliche Arbeitspartei.",,
9830,1027,1013,Christlichsoziale,,82,44.05,1459047,,no-2010,,,
9831,1027,973,Sozialdemokraten,,68,39.6,1311870,,no-2010,,,
9835,1028,1013,Einheitsliste,,73,48.24,1756761,,no-2010,"Electoral alliance: Einheitsliste (Christsoziale Partei, Großdeutsche Volkspartei)",,
9837,1028,973,Sozialdemokratische Partei,,71,42.28,1539635,,no-2010,,,
9838,1028,2681,Landbund für Östereich,,9,6.32,230157,,no-2010,,,
9839,1028,2683,"Udeverband, Bund gegen Korruption",,0,1,35471,,no-2010,,,
9840,1029,1013,Christlichsoziale,,66,35.65,1314956,,no-2010,,,
9841,1029,973,Sozialdemokratische Partei,,72,41.14,1517146,,no-2010,,,
9843,1029,2685,Heimatblock,,8,6.17,227401,,no-2010,,,
9844,1029,2684,NSDAP,,0,3.03,111627,,no-2010,,,
9846,1030,973,Sozialdemokraten,,72,40.75,1211814,,no-2010,,,
9847,1030,1013,Christlichsoziale,,69,35.93,1068382,,no-2010,,,
9848,1030,2672,Deutschnationale,,8,5.85,173881,,no-2010,,,
9849,1030,2673,Deutsche Volkspartei,,2,2.02,59918,,no-2010,,,
9850,1030,2676,Deutsche Freiheits- und Ordnungspartei,,5,1.9,56365,,no-2010,,,
9851,1030,2677,Steirische Bauernpartei,,3,1.58,47078,,no-2010,,,
9852,1030,2679,Nationaldemokraten,,0,1.57,46577,,no-2010,,,
9853,1030,2689,Tschechoslowaken,,1,2.27,67514,,no-2010,,,
9854,1030,2688,Bürgerliche Demokraten,,1,1.64,48847,,no-2010,,,
9855,1030,2686,"Deutschvölkischer Wahlausschuss, Demokratische Städtevereinigung, Freiheitlicher Salzburger Städtebund, Jüdische-Nationale",,4,1.49,44282,,no-2010,"Deutschvölkischer Wahlausschuss, Demokratische Städtevereinigung, Freiheitlicher Salzburger Städtebund, Jüdische-Nationale",,
9856,1030,2678,Kärtner Bauernbund,,2,1.12,33412,,,,,
9857,1030,2675,Deutschdemokraten,,3,2.16,64078,,,,,
9858,1027,2699,Verband der Großdeutschen und des Landbundes,,,10.84,358958,,,,,
9859,1027,2687,Kärtner Einheitsliste,,0,2.88,95465,,no-2010,"Kärtner Einheitsliste: Kärtner Landbund, Christsoziale Partei und Großdeutsche Volkspartei",,
9860,1029,2699,Nationaler Wirtschaftsblock und Landbund (Führung Dr. Schober),,,12.8,471944,,,,,
9861,1032,901,AK Parti,,295,42.62,21335581,,hp,Electoral Alliance: People's Alliance (Cumhur İttifakı),,
9863,1032,507,CHP,,146,22.67,11348899,,hp, Electoral Alliance: Nation Alliance (Millet İttifakı)),,
9866,1032,2572,HDP,,67,11.72,5866309,,hp,,,
9867,1031,2690,USPD,,22,7.63,2319235,,wid,,,
9868,1031,558,SPD,,165,37.87,11516852,,wid,,,
9869,1031,2691,DDP/DStP,,74,18.32,5572455,,wid,,,
9870,1031,137,Z,,73,15.45,4699675,,wid,,,
9871,1031,2697,BVP,,16,3.77,1145198,,wid,,,
9872,1031,2693,DVP,,23,4.66,1416763,,,,,
9873,1031,2692,DNVP,,41,10.26,3121541,,,,,
9874,1031,2701,BBB/DBP,,4,0.9,275127,,wid,,,
9875,1031,2289,SHBLD/BLWV,,2,0.38,114771,,,"Schleswig-Holsteinische Bauern- und Landarbeiter-Demokratie (0.2%, 57913 votes ) and Braunschweigischer Landeswahlverband (0.2%, 56858 votes)",Votes are the sum of the votes of the Schleswig-Holsteinische Bauern- und Landarbeiter-Demokratie and the votes of the Braunschweigischer Landeswahlverband.,
9876,1031,2696,DHP,,3,0.7,212612,,wid,,,
9877,1033,649,KPD,,2,1.7,442045,,wid,,,
9878,1033,2690,USPD,,81,18.81,4897401,,wid,,,
9879,1033,558,SPD,,113,21.58,5617687,,wid,,,
9880,1033,2691,DDP/DStP,,44,8.46,2202944,,wid,,,
9881,1033,137,Z,,67,13.61,3542759,,wid,,,
9882,1033,2697,BVP,,20,4.51,1173344,,wid,,,
9883,1033,2693,DVP,,62,13.87,3611286,,wid,,,
9884,1033,2692,DNVP,,60,12.94,3368297,,wid,,,
9885,1033,2701,BBB/DBP,,4,0.84,218596,,wid,,,
9886,1033,2696,DHP,,5,1.23,319108,,wid,,,
9890,1034,649,KPD,,62,12.57,3693280,,wid,,,
9891,1034,558,SPD,,100,20.45,6008905,,wid,,,
9892,1034,2691,DDP/DStP,,28,5.63,1655129,,wid,,,
9893,1034,137,Z,,65,13.32,3914379,,wid,,,
9894,1034,2697,BVP,,16,3.22,946648,,wid,,,
9895,1034,2693,DVP,,45,9.17,2694381,,wid,,,
9896,1034,2692,DNVP,,95,19.45,5696475,,wid,,,
9897,1034,2701,BBB/DBP,,3,0.58,168996,,wid,,,
9898,1034,2696,DHP,,5,1.06,311546,,wid,,,
9899,1034,2695,NSDAP,,32,6.53,1918329,,wid,,,
9900,1034,2698,WP,,7,1.69,486039,,wid,,,
9901,1034,2705,DSP,,4,1.15,337958,,wid,,,
9903,1034,2703,WBWB,,4,0.81,238590,,wid,Electoral Alliance: Rural Federation (Landbund),,
9907,1035,649,KPD,,45,8.95,2711829,,wid,,,
9908,1035,558,SPD,,131,26.02,7886261,,wid,,,
9909,1035,2691,DDP/DStP,,32,6.34,1921271,,wid,,,
9910,1035,137,Z,,69,13.51,4094352,,wid,,,
9911,1035,2697,BVP,,19,3.74,1135131,,wid,,,
9912,1035,2693,DVP,,51,10.07,3051332,,wid,,,
9913,1035,2692,DNVP,,103,20.48,6209229,,wid,,,
9914,1035,2695,NSDAP,,14,3,907915,,wid,,,
9916,1035,2703,WBWB,,4,0.7,211279,,wid,Electoral Alliance: Rural Federation (Landbund),,
9920,1035,2698,WP,,12,2.29,693568,,wid,,,
9921,1035,2696,DHP,,4,0.86,261647,,wid,,,
9922,1036,649,KPD,,54,10.62,3264793,,wid,,,
9923,1036,558,SPD,,153,29.76,9152979,,wid,,,
9924,1036,2691,DDP/DStP,,25,4.81,1479374,,wid,,,
9925,1036,137,Z,,61,11.88,3652152,,wid,,,
9926,1036,2697,BVP,,17,3.27,1005644,,wid,,,
9927,1036,2693,DVP,,45,8.71,2679703,,wid,,,
9928,1036,2692,DNVP,,73,14.25,4381563,,wid,,,
9929,1036,2695,NSDAP,,12,2.63,810127,,wid,,,
9930,1036,2698,WP,,23,4.51,1387602,,wid,,,
9932,1036,2703,diverse Bauern,,3,0.65,199548,,wid,,,
9934,1036,2709,DLV,,9,1.86,571891,,wid,,,
9936,1036,2701,BBB/DBP,,7,1.18,361571,,wid,,,
9937,1037,649,KPD,,77,13.13,4592090,,wid,,,
9938,1037,558,SPD,,143,24.53,8577738,,wid,,,
9939,1037,2691,DDP/DStP,,20,3.44,1202385,,wid,,,
9940,1037,137,DZ,,68,11.63,4067910,,wid,,,
9941,1037,2697,BVP,,19,3.2,1119141,,wid,,,
9942,1037,2693,DVP,,30,4.86,1698236,,wid,,,
9943,1037,2692,DNVP,,41,7.03,2458246,,wid,,,
9944,1037,2695,NSDAP,,107,18.25,6383107,,,,,
9945,1037,2701,BBB/DBP,,5,0.81,281995,,wid,,,
9946,1037,2709,DLV,,19,2.82,985649,,wid,,,
9947,1037,2703,WBWB,,3,0.52,180919,,wid,,,
9948,1037,2698,WP,,23,3.9,1362353,,wid,,,
9951,1037,2700,CSVD,,14,2.48,868807,,wid,,,
9952,1038,649,KPD,,89,14.32,5282636,,wid,,,
9953,1038,558,SPD,,133,21.58,7959712,,wid,,,
9954,1038,2691,DDP/DStP,,4,1.01,371800,,wid,,,
9955,1038,137,Z,,75,12.28,4529430,,wid,,,
9956,1038,2697,BVP,,22,3.4,1252684,,wid,,,
9958,1038,2692,DNVP,,37,5.9,2177414,,wid,,,
9959,1038,2695,NSDAP,,230,37.27,13745680,,wid,,,
9960,1038,2701,WP,,2,0.36,134508,,wid,,,
9962,1038,2703,WBWB,,2,0.26,96851,,wid,,,
9963,1038,2700,CSVD,,3,0.99,364543,,wid,,,
9966,1039,649,KPD,,100,16.86,5980239,,wid,,,
9967,1039,558,SPD,,121,20.43,7247901,,wid,,,
9968,1039,2691,DDP/DStP,,2,0.95,336447,,wid,,,
9969,1039,137,Z,,70,11.76,4170545,,wid,,,
9970,1039,2697,BVP,,20,3.26,1154597,,wid,,,
9972,1039,2692,DNVP,,51,8.34,2959053,,wid,,,
9973,1039,2695,NSDAP,,196,33.09,11737021,,wid,,,
9975,1039,2700,CSVD,,5,1.14,403666,,wid,,,
9976,1039,2701,BBB/DBP,,3,0.4,142627,,wid,,,
9978,1039,2703,WBWB,,2,0.3,105220,,wid,,,
9980,1040,649,KPD,,81,12.32,4847939,,wid,,,
9981,1040,558,SPD,,120,18.25,7181273,,wid,,,
9983,1040,137,Z,,73,11.09,4365000,,wid,,,
9984,1040,2697,BVP,,19,2.88,1133551,,wid,,,
9986,1040,2692,DNVP,,52,7.97,3136979,,wid,,,
9987,1040,2695,NSDAP,,288,43.91,17277328,,wid,,,
9988,1040,2701,BBB/DBP,,2,0.26,101499,,wid,,,
9989,1040,2700,CSVD,,4,0.98,383970,,wid,,,
9990,1040,2703,WBWB,,1,0.21,83839,,wid,,,
9993,940,2714,Middle Party for City and Country,,1,1.2,39955,,no-2010,,,
9994,1041,657,Moderaterna,,70,19.84,1284698,,val,,,
9995,1041,1461,Centerpartiet,,31,8.61,557500,,val,,,
9996,1041,892,Liberalerna (tidigare Folkpartiet),,20,5.49,355546,,val,,,
9997,1041,282,Kristdemokraterna,,22,6.32,409478,,val,,,
9998,1041,904,Arbetarepartiet-Socialdemokraterna,,100,28.26,1830386,,val,,,
9999,1041,882,Vänsterpartiet,,28,8,518454,,val,,,
10000,1041,1154,Miljöpartiet de gröna,,16,4.41,285899,,,,,
10001,1041,1546,Sverigedemokraterna,,62,17.53,1135627,,val,,,
10002,1042,1520,"""Latvijas Krievu savienība""",,0,3.22,27014,,cvk,,,
10003,1042,2717,Jaunā konservatīvā partija,,16,13.67,114694,,cvk,,,
10004,1042,521,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",,13,11.08,92963,,cvk,,,
10005,1042,2716,"""PROGRESĪVIE""",,0,2.63,22078,,cvk,,,
10006,1042,1100,"""Saskaņa"" sociāldemokrātiskā partija",,23,19.92,167117,,cvk,,,
10008,1042,2366,Latvijas Reģionu Apvienība,,0,4.17,35018,,cvk,,,
10009,1042,1666,Jaunā VIENOTĪBA,,8,6.74,56542,,cvk,,,
10010,1042,2715,"Politiskā partija ""KPV LV""",,16,14.33,120264,,cvk,,,
10011,1042,466,Zaļo un Zemnieku savienība,,11,9.97,83675,,cvk,,,
10012,1043,2256,PIRATEN,,2,6.2,13394,,epl,,,
10013,1043,310,déi gréng,,9,14.1,30487,,epl,,,
10014,1043,701,LSAP,,10,15.72,33981,,epl,,,
10015,1043,1234,CSV,,21,27.08,58538,,epl,,,
10016,1043,151,KPL,,0,1.07,2311,,epl,,,
10017,1043,967,DP,,12,16.4,35454,,epl,,,
10018,1043,1582,ADR,,4,8.02,17336,,epl,,,
10019,1043,457,déi Lénk,,2,4.72,10208,,epl,,,
10021,632,1324,Centrum-Demokraterne,,0,1.8,61031,,ejpr,,,
10022,1044,113,Eesti Reformierakond,,34,28.9,162363,,vvk,,,
10023,1044,1137,Eesti Keskerakond,,26,23.1,129618,,vvk,,,
10024,1044,417,Eesti Konservatiivne Rahvaerakond,,19,17.8,99671,,vvk,,,
10025,1044,1597,Isamaa Erakond,,12,11.4,64219,,vvk,,,
10026,1044,1448,Sotsiaaldemokraatlik Erakond,,10,9.8,55175,,vvk,,,
10027,1044,2720,Erakond Eesti 200,,0,4.4,24448,,vvk,,,
10028,1044,219,Erakond Eestimaa Rohelised,,0,1.8,10227,,vvk,,,
10029,1044,2721,Elurikkuse Erakond,,0,1.2,6858,,vvk,,,
10030,1044,2409,Eesti Vabaerakond,,0,1.2,6461,,vvk,,,
10031,1045,94,Centre Party of Finland,,31,13.8,423920,,vaalit,,,
10032,1045,200,The Finns Party,,39,17.5,538805,,vaalit,,,
10033,1045,1118,National Coalition Party,,38,17,523957,,vaalit,,,
10034,1045,395,The Finnish Social Democratic Party,,40,17.7,546471,,vaalit,,,
10035,1045,1062,Green League,,20,11.5,354194,,vaalit,,,
10036,1045,1292,The Left Alliance,,16,8.2,251808,,vaalit,,,
10037,1045,585,Swedish People's Party in Finland,,9,4.5,139640,,vaalit,,,
10038,1045,1463,Christian Democrats in Finland,,5,3.9,120144,,vaalit,,,
10039,1046,902,PSOE,,123,28.68,7480755,,mi,,,
10040,1046,645,PP,,66,16.7,4356023,,mi,,,
10041,1046,2375,Cs,,57,15.86,4136600,,mi,,,
10042,1046,2380,VOX,,24,10.26,2677173,,mi,,,
10043,1046,757,ERC-SOBIRANISTES,,15,3.89,1015355,,mi,Electoral alliance with Sobiranistes (Sovereigntists).,,"{""alliance"": true}"
10044,1046,2605,JxCAT-JUNTS,,7,1.91,497638,,mi,,,
10045,1046,1361,EAJ-PNV,,6,1.51,394627,,mi,,,
10046,1046,2603,EH Bildu,,4,0.99,258840,,mi,,,
10047,1046,234,CCa-PNC,,2,0.53,137196,,mi,,,
10048,1046,2723,NA+,,2,0.41,107124,,mi,,,
10051,1046,2724,PODEMOS-IU-EQUO,,,,,,mi,,,"{""seats_alliance"": 42}"
10052,1047,678,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה	,,35,26.46,1140370,,knesset,,,
10053,1047,2725,כחול לבן בראשות בני גנץ ויאיר לפיד,,35,26.13,1125881,,knesset,,,
10054,1047,788,"התאחדות הספרדים שומרי התורה תנועתו של מרן הרב עובדיה יוסף זצ""ל	",,8,5.99,258275,,knesset,,,
10055,1047,1303,יהדות התורה והשבת אגודת ישראל - דגל התורה	,,8,5.78,249049,,knesset,,,
10056,1047,244,מפלגת העבודה בראשות אבי גבאי		,,6,4.43,190870,,knesset,,,
10057,1047,1816,ישראל ביתנו,,5,4.01,173004,,knesset,,,
10058,1047,2726,איחוד מפלגות הימין הבית היהודי-האיחוד הלאומי- עוצמה יהודית	,,5,3.7,159468,,knesset,,,
10059,1047,1419,מרצ- השמאל של ישראל	,,4,3.63,156473,,knesset,,,
10060,1047,2410,כולנו הימין השפוי בראשות משה כחלון,,4,3.54,152756,,knesset,,,
10061,1047,2718,הימין החדש בראשות שקד ובנט	,,0,3.22,138598,,knesset,,,
10062,1047,2727,זהות - תנועה ישראלית יהודית בהנהגת משה פייגלין	,,0,2.74,118031,,knesset,,,
10063,1047,2787,גשר בראשות אורלי לוי אבקסיס	,,0,1.73,74701,,knesset,,,
10064,1047,732,"חד""ש תע""ל בראשות איימן עודה ואחמד טיבי",,6,4.49,193442,,knesset,Electoral alliance Hadash–Ta'al,,
10066,1047,1846,"רע""ם-בל""ד הרשימה הערבית המאוחדת ברית לאומית דמוקרטית	",,4,3.33,143666,,knesset,Electoral alliance United Arab List–Balad,,
10068,1046,2381,PACMA,,0,1.25,326045,,mi,,,
10069,1048,161,ECOLO,,13,6.14,416452,,ibz,,,
10070,1048,1110,Open Vld,,12,8.54,579334,,ibz,,,
10071,1048,1192,CDH,,5,3.7,250861,,ibz,,,
10072,1048,915,MR,,14,7.56,512825,,ibz,,,
10073,1048,438,PARTI POPULAIRE,,0,1.11,75096,,ibz,,,
10074,1048,501,N-VA,,25,16.03,1086787,,ibz,,,
10075,1048,993,VLAAMS BELANG,,18,11.95,810177,,ibz,,,
10076,1048,723,CD&V,,12,8.89,602520,,ibz,,,
10077,1048,969,DeFI,,2,2.22,150394,,ibz,,,
10078,1048,256,PTB*PVDA,,12,8.62,584621,,ibz,,,
10079,1048,1594,GROEN,,8,6.1,413836,,ibz,,,
10080,1048,1029,sp.a,,9,6.71,455034,,ibz,,,
10081,1048,1378,PS,,20,9.46,641623,,ibz,,,
10082,1049,211,Radikale Venstre,,2,10.1,277929,,,,,
10083,1049,306,Enhedslisten - De Rød-Grønne,,1,5.5,151903,,,,,
10084,1049,376,Liberal Alliance,,0,2.2,60693,,,,,
10085,1049,590,Det Konservative Folkeparti,,1,6.2,170544,,,,,
10086,1049,749,Folkebevægelsen mod EU,,0,3.7,102101,,,,,
10087,1049,1418,Dansk Folkeparti,,1,10.8,296978,,,,,
10088,1049,1605,"Venstre, Danmarks Liberale Parti",,3,23.5,648203,,,,,
10089,1049,1629,Socialdemokratiet,,3,21.5,592645,,,,,
10090,1049,1644,SF - Socialistisk Folkeparti,,2,13.2,364895,,,,,
10091,1049,2567,Alternativet,,0,3.4,92964,,,,,
10092,1050,94,Suomen Keskusta,,2,13.5,247477,,,,,
10093,1050,200,Perussuomalaiset,,2,13.8,253176,,,,,
10094,1050,1118,Kansallinen Kokoomus,,3,20.8,380460,,,,,
10095,1050,395,Suomen Sosialidemokraattinen Puolue,,2,14.6,267603,,,,,
10096,1050,1062,Vihreä liitto,,2,16,292892,,,,,
10097,1050,1292,Vasemmistoliitto,,1,6.9,126063,,,,,
10098,1050,585,Suomen ruotsalainen kansanpuolue,,1,6.3,115962,,,,,
10099,1050,1463,Suomen Kristillisdemokraatit (KD),,0,4.9,89204,,,,,
10100,1073,904,Sveriges socialdemokratiska arbetareparti,,5,23.48,974589,,,,,
10101,1073,657,Moderata samlingspartiet,,4,16.83,698770,,,,,
10102,1073,1546,Sverigedemokraterna,,3,15.34,636877,,,,,
10103,1073,1154,Miljöpartiet de Gröna,,2,11.52,478258,,,,,
10104,1073,1461,Centerpartiet,,2,10.78,447641,,,,,
10105,1073,282,Kristdemokraterna,,2,8.62,357856,,,,,
10106,1073,882,Vänsterpartiet,,1,6.8,282300,,,,,
10107,1073,892,Liberalerna,,1,4.13,171419,,,,,
10108,1051,311,Plaid Cymru - Party of Wales,,1,1,163928,,,Plaid Cymru (Plaid) took 1 seat with 19.6% of the vote in Wales.,,"{""vote_share_regional"": 19.6}"
10109,1051,467,Green Party,,7,12.1,2010909,,,,,
10110,1051,659,Liberal Democrats,,16,20.3,3367284,,,,,
10111,1051,773,Conservative and Unionist Party,,4,9.1,1511485,,,,,
10112,1051,1272,United Kingdom Independence Party,,0,3.3,549348,,,,,
10113,1051,1284,Scottish National Party,,3,3.6,594553,,,Scottish Nationalists (SNP) took 3 seats with 37.8% of the vote in Scotland.,,"{""vote_share_regional"": 37.8}"
10114,1051,1556,Labour Party,,10,14.1,2347255,,,,,
10115,1051,2729,Brexit Party,,29,31.6,5248533,,,,,
10116,1051,2730,Change UK,,0,3.4,571846,,,,,
10117,1051,689,Sinn Féin,,1,0.7,126951,,,Sinn Féin (SF) took 1 seat with 22.2% of the vote in Northern Ireland.,,"{""vote_share_regional"": 22.2}"
10118,1051,319,Democratic Unionist Party,,1,0.7,124991,,,Democratic Unionist (DUP) took 1 seat with 21.8% of the vote in Northern Ireland.,,"{""vote_share_regional"": 21.8}"
10119,1051,2731,Alliance Party (Alliance Party of Northern Ireland),,1,0.6,105928,,,Alliance (APoNI) took 1 seat with 18.5% of the vote in Northern Ireland.,,"{""vote_share_regional"": 18.5}"
10120,1052,235,Christen-Democratisch Appèl,,4,12.18,669555,,,,,
10121,1052,345,Democraten 66,,2,7.09,389692,,,,,
10122,1052,357,Socialistische Partij,,0,3.37,185224,,,,,
10123,1052,742,Partij van de Arbeid,,6,19.01,1045274,,,,,
10124,1052,756,GroenLinks,,3,10.9,599283,,,,,
10125,1052,990,Partij voor de Dieren,,1,4.02,220938,,,,,
10126,1052,1409,Volkspartij voor Vrijheid en Democratie,,4,14.64,805100,,,,,
10127,1052,1501,Partij voor de Vrijheid,,0,3.53,194178,,,,,
10128,1052,2109,50Plus,,1,3.91,215199,,,,,
10129,1052,2641,DENK,,0,1.1,60669,,,,,
10130,1052,2642,Forum voor Democratie,,3,10.96,602507,,,,,
10131,1052,1206,ChristenUnie - Staatkundig Gereformeerde Partij,,2,6.83,375660,,,,,
10132,1052,2735,Volt,,0,1.93,106004,,,,,
10133,1053,382,Partito Democratico,,19,22.74,6089853,,,,,
10134,1053,596,Forza Italia,,6,8.78,2351673,,,,,
10135,1053,910,Europa Verde,,0,2.32,621492,,,,,
10136,1053,1030,SVP,,1,0.53,142185,,,,,
10137,1053,1436,Lega Salvini Premier,,28,34.26,9175208,,,,,
10138,1053,2154,Fratelli d'Italia,,5,6.44,1726189,,,,,
10139,1053,2155,Movimento 5 Stelle,,14,17.06,4569089,,,,,
